iter	RMSE
491	21.58485187
492	21.58314466
493	21.58115525
494	21.57931079
495	21.57650567
496	21.57396757
497	21.57067228
498	21.5679962
499	21.56628745
500	21.56318936
501	21.56128099
502	21.55858987
503	21.55525858
504	21.5532652
505	21.5512471
506	21.54959926
507	21.54736956
508	21.54567792
509	21.5432468
510	21.54063196
511	21.53858942
512	21.53665198
513	21.534962
514	21.53185377
515	21.52891976
516	21.5276234
517	21.52426737
518	21.51965386
519	21.51654124
520	21.51266288
521	21.5102437
522	21.50797991
523	21.50325197
524	21.50133318
525	21.49869817
526	21.49665909
527	21.49405183
528	21.49188553
529	21.48899019
530	21.4862268
531	21.48429614
532	21.48199451
533	21.47993735
534	21.47776056
535	21.47639784
536	21.47324699
537	21.47151796
538	21.46995757
539	21.46641496
540	21.46422898
541	21.46174791
542	21.45887946
543	21.45681855
544	21.45507365
545	21.45325614
546	21.45124103
547	21.44902992
548	21.44639337
549	21.44352403
550	21.44137427
551	21.44006681
552	21.43860725
553	21.43729265
554	21.43597136
555	21.43329979
556	21.43183308
557	21.43053373
558	21.42822624
559	21.42723549
560	21.42547791
561	21.42256673
562	21.42111751
563	21.41984775
564	21.41860805
565	21.41656893
566	21.41499494
567	21.41292981
568	21.41150431
569	21.41036463
570	21.40890358
571	21.4075344
572	21.40482618
573	21.40319555
574	21.40159552
575	21.39935116
576	21.39601957
577	21.3942462
578	21.39236591
579	21.39072126
580	21.38686028
581	21.38570929
582	21.38286774
583	21.38138078
584	21.37868205
585	21.37704503
586	21.37577771
587	21.37332965
588	21.37236314
589	21.37055649
590	21.36894739
591	21.36650968
592	21.36431397
593	21.3623833
594	21.36043077
595	21.3583369
596	21.35547408
597	21.35356296
598	21.35111736
599	21.35011984
600	21.34865137
601	21.34754217
602	21.34527427
603	21.34357677
604	21.34186427
605	21.33962451
606	21.33761168
607	21.33638502
608	21.33459011
609	21.33285457
610	21.33135029
611	21.32982003
612	21.32813736
613	21.32661501
614	21.32518279
615	21.32395497
616	21.32212005
617	21.32035047
618	21.31901213
619	21.31739879
620	21.31536104
621	21.31385333
622	21.31285412
623	21.31070774
624	21.30866475
625	21.30712687
626	21.3058274
627	21.30342897
628	21.30206899
629	21.30026365
630	21.29952823
631	21.29779654
632	21.29611526
633	21.29479809
634	21.29321549
635	21.29053462
636	21.28901949
637	21.28659118
638	21.28496183
639	21.28145229
640	21.27913661
641	21.27721006
642	21.27587224
643	21.27410937
644	21.27153428
645	21.26879342
646	21.26654006
647	21.26347591
648	21.26090367
649	21.25752564
650	21.25582368
651	21.25196598
652	21.24855698
653	21.24698924
654	21.24539392
655	21.24412239
656	21.24310703
657	21.24076628
658	21.23856012
659	21.23720479
660	21.2338044
661	21.23140807
662	21.22912876
663	21.22795835
664	21.22591471
665	21.22438698
666	21.22183853
667	21.22056327
668	21.21898717
669	21.21534113
670	21.21342646
671	21.21172204
672	21.21038816
673	21.20841519
674	21.20630185
675	21.20533686
676	21.20374133
677	21.20150189
678	21.19949706
679	21.19853191
680	21.19715521
681	21.19543561
682	21.19380605
683	21.19241895
684	21.19041487
685	21.18912821
686	21.18811558
687	21.18570726
688	21.18397999
689	21.1796695
690	21.17756061
691	21.17497072
692	21.17308339
693	21.17195419
694	21.17015918
695	21.16804227
696	21.16637752
697	21.16495678
698	21.16351614
699	21.16191904
700	21.15834577
701	21.15699592
702	21.1555752
703	21.15407099
704	21.15238757
705	21.1509104
706	21.14943645
707	21.14777376
708	21.14604317
709	21.14405112
710	21.1401906
711	21.13900989
712	21.13771153
713	21.13589133
714	21.13386799
715	21.13189173
716	21.12929901
717	21.12814457
718	21.1265919
719	21.12444837
720	21.12327054
721	21.12173689
722	21.12019417
723	21.11810489
724	21.11657836
725	21.11478233
726	21.11344072
727	21.11225429
728	21.11054707
729	21.10897894
730	21.10760315
731	21.106445
732	21.10510308
733	21.10358393
734	21.10185476
735	21.10065327
736	21.09864382
737	21.09730325
738	21.09534148
739	21.093636
740	21.09228558
741	21.09036077
742	21.08860933
743	21.08729821
744	21.08570625
745	21.08303653
746	21.0807878
747	21.07928521
748	21.07786077
749	21.0763297
750	21.07396852
751	21.07255363
752	21.06982513
753	21.06865539
754	21.06702308
755	21.06474999
756	21.06272235
757	21.06117316
758	21.05921852
759	21.05663383
760	21.05503518
761	21.05396835
762	21.05219798
763	21.05058873
764	21.04912345
765	21.04724597
766	21.04557221
767	21.04396049
768	21.04246238
769	21.04077454
770	21.03974022
771	21.03828412
772	21.03651663
773	21.03436472
774	21.03230764
775	21.03117452
776	21.02955708
777	21.02800583
778	21.02625444
779	21.02412827
780	21.02268403
781	21.02141933
782	21.02016963
783	21.01860494
784	21.01699956
785	21.01562581
786	21.01412139
787	21.01190647
788	21.01059794
789	21.00945737
790	21.00830171
791	21.00656295
792	21.00547884
793	21.00412825
794	21.00240023
795	21.00132748
796	20.99982948
797	20.99779941
798	20.99589895
799	20.99332961
800	20.99177272
801	20.99043948
802	20.98911102
803	20.98760448
804	20.98645722
805	20.984775
806	20.98231286
807	20.98139433
808	20.98004457
809	20.97854457
810	20.976624
811	20.97545431
812	20.97380927
813	20.97284807
814	20.9720202
815	20.97109953
816	20.96931579
817	20.9678836
818	20.96674319
819	20.96551004
820	20.96418
821	20.96236808
822	20.96155061
823	20.96035502
824	20.95896438
825	20.95728873
826	20.9554669
827	20.95181472
828	20.94864741
829	20.94704531
830	20.94500953
831	20.94364394
832	20.942373
833	20.94111218
834	20.93884733
835	20.93768532
836	20.93632753
837	20.93520585
838	20.93343518
839	20.93261595
840	20.9313226
841	20.92988904
842	20.92852444
843	20.92724058
844	20.92549297
845	20.92392767
846	20.92212535
847	20.92024405
848	20.9193548
849	20.91874905
850	20.91761667
851	20.91608257
852	20.91459112
853	20.91342826
854	20.91225891
855	20.91066382
856	20.90932612
857	20.90856893
858	20.90721564
859	20.90493248
860	20.90228855
861	20.90024865
862	20.89834116
863	20.89563135
864	20.89449845
865	20.89233761
866	20.89096158
867	20.89014466
868	20.88876184
869	20.88725467
870	20.88517006
871	20.88401632
872	20.88232313
873	20.88151499
874	20.8805229
875	20.87879908
876	20.87775713
877	20.87615254
878	20.87479424
879	20.87321429
880	20.87215916
881	20.87034824
882	20.8693477
883	20.86744368
884	20.86541591
885	20.86471801
886	20.86358474
887	20.86230286
888	20.86073991
889	20.85989148
890	20.85847778
891	20.85731368
892	20.8561267
893	20.8550121
894	20.85397946
895	20.85247092
896	20.8509941
897	20.84969893
898	20.84807383
899	20.84693686
900	20.84546319
901	20.84441673
902	20.84307031
903	20.84173466
904	20.83962545
905	20.83860493
906	20.83733811
907	20.83529048
908	20.83309075
909	20.83173797
910	20.83061592
911	20.8295685
912	20.82845001
913	20.82716201
914	20.82606587
915	20.82445497
916	20.8224099
917	20.82113347
918	20.81938002
919	20.81782688
920	20.81637597
921	20.81507672
922	20.81315
923	20.81169429
924	20.80975471
925	20.80857527
926	20.80792423
927	20.80650727
928	20.80537924
929	20.80361338
930	20.80120994
931	20.79963611
932	20.79829741
933	20.79705911
934	20.79554172
935	20.7948455
936	20.7940033
937	20.79293234
938	20.79136881
939	20.78993261
940	20.78837135
941	20.7876379
942	20.78628065
943	20.7847899
944	20.7830446
945	20.78178795
946	20.78006646
947	20.77884683
948	20.7775797
949	20.7751875
950	20.77410625
951	20.77273679
952	20.77194308
953	20.77080063
954	20.76966275
955	20.76822525
956	20.76592389
957	20.76500847
958	20.76362274
959	20.76223231
960	20.76045584
961	20.75923832
962	20.75758909
963	20.75659763
964	20.755167
965	20.75365621
966	20.75189808
967	20.75035462
968	20.74886935
969	20.74782763
970	20.74673202
971	20.74570182
972	20.74478074
973	20.74425225
974	20.7430351
975	20.74111412
976	20.73956033
977	20.73794125
978	20.73596742
979	20.73405412
980	20.73206809
981	20.73057757
982	20.72990963
983	20.72874351
984	20.727184
985	20.72539978
986	20.72411565
987	20.72304146
988	20.72233974
989	20.72111286
990	20.71967964
991	20.7189924
992	20.71711362
993	20.71574947
994	20.71435938
995	20.71336381
996	20.71196037
997	20.71086776
998	20.70968145
999	20.70866762
